Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
A child solves a difficult puzzle successfully only when guided by an older sibling. This best illustrates:,object permanence,conservation,zone of proximal development,operant conditioning,3,"The zone of proximal development refers to tasks a child can do with assistance but not yet independently, highlighting guided learning.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which concept refers to influences that affect many people of a particular generation?,Nonnormative influence,Normative history-graded influence,Sensitive period,Phenotype,2,"Normative history-graded influences are common experiences shared by a generation, such as war, recession, or pandemic.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which statement best distinguishes maturation from learning?,Maturation refers to change due to instruction.,Maturation refers to genetically programmed sequences of development.,Learning refers only to school-based acquisition.,Learning occurs independently of experience.,2,Maturation involves biologically guided growth processes that unfold in a relatively orderly sequence.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
A fertilized ovum divides and forms a blastocyst before implantation. This process occurs during:,infancy,embryonic development,the germinal period,the fetal period,3,The germinal period begins at fertilization and includes early cell division and implantation.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which prenatal period is characterized by the formation of major organs and body systems?,Germinal period,Embryonic period,Fetal period,Neonatal period,2,"Major organ formation occurs during the embryonic period, making this stage highly sensitive to teratogens.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
A counselor explains to prospective parents that they already have one child with a chromosomal disorder and want to know the probability of recurrence in future pregnancies. The most appropriate referral is for:,behavior modification,genetic counseling,occupational therapy,speech intervention,2,"Genetic counseling helps families understand inherited risks, recurrence probabilities, and options related to genetic conditions.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which maternal behavior poses a major teratogenic risk during pregnancy?,Reading aloud daily,Moderate hydration,Heavy alcohol use,Routine prenatal consultation,3,"Heavy alcohol use is a major prenatal risk and can produce serious teratogenic effects, including fetal alcohol spectrum problems.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which statement about low-birth-weight infants is most accurate?,All low-birth-weight infants are postmature.,Low birth weight may result from prematurity or restricted fetal growth.,Low birth weight has no association with later developmental outcomes.,Low birth weight always indicates chromosomal abnormality.,2,Low birth weight is a descriptive outcome that may arise from being born too early or from poor fetal growth.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
"In a newborn, the Apgar scale is primarily used to:",diagnose intelligence level,assess physical condition shortly after birth,determine attachment style,predict adult personality,2,"The Apgar score is a rapid postnatal indicator of newborn status, including heart rate, respiration, muscle tone, reflexes, and color.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which developmental pattern is illustrated when infants gain control of the head before the legs?,Proximodistal trend,Cephalocaudal trend,Classical conditioning,Canalization,2,"Cephalocaudal development proceeds from head to tail, so control of the head appears before lower-body control.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
A baby turns toward a loud sound and later reaches for the source. This behavior reflects early:,sensory and perceptual development,symbolic reasoning,formal operational thought,moral internalization,1,Orienting to sound and coordinating perception with action reflect early sensory and perceptual functioning.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
"According to Piaget, the major cognitive achievement of the sensorimotor stage is:",mastery of hypothetical reasoning,conservation of number,object permanence,deductive logic,3,A major sensorimotor achievement is understanding that objects continue to exist even when not currently perceived.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
"An infant repeatedly shakes a rattle and smiles when the sound occurs, then continues doing so. This is best explained by:",operant conditioning,imprinting,delayed imitation,conservation,1,"The infant repeats a behavior because it produces an interesting consequence, which is the essence of operant conditioning.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which finding would most strongly support Vygotsky's view of cognitive development?,Children learn best when left entirely on their own.,Social interaction helps children internalize culturally valued ways of thinking.,Cognitive growth depends only on biological maturation.,Development progresses through fixed universal stages without cultural variation.,2,Vygotsky emphasized that cognitive growth is socially mediated and culturally organized.,Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
"A toddler calls all four-legged animals ""dog."" This is an example of:",overregularization,overextension,private speech,egocentrism,2,"Overextension occurs when a child uses one word too broadly, such as calling all four-legged animals ""dog.""",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
Which statement best reflects the role of temperament in infancy?,Temperament is identical in all infants.,Temperament refers to biologically based individual differences in emotional style and regulation.,Temperament is determined solely by parenting style.,Temperament becomes relevant only in adolescence.,2,"Temperament involves early-appearing, partly biologically rooted patterns of emotional reactivity and self-regulation.",Medium,Developmental Psychology,Chapter 8,Chapter 8 Set 8
